,Popularity,Recipe Name,Description,Ingredients,Directions,Category,Nutrients,Servings,Image URL
59,13,Bigos (Hunter's Stew),"This bigos recipe is a traditional Polish stew that combines pork, smoked bacon, kielbasa sausage, and sauerkraut. Perfect for a comforting meal on a cold day!","['1 pound kielbasa sausage, sliced into ½-inch pieces', '2 thick slices hickory-smoked bacon', '1 pound cubed pork stew meat', '¼ cup all-purpose flour', '4 cups shredded green cabbage', '2 carrots, diced', '1 onion, diced', '1 ½ cups sliced fresh mushrooms', '3 cloves garlic, chopped', '1 (16 ounce) jar sauerkraut, rinsed and well drained', '¼ cup dry red wine', '1 bay leaf', '1 tablespoon sweet paprika', '1 teaspoon dried basil', '1 teaspoon dried marjoram', '¼ teaspoon salt', '⅛ teaspoon ground black pepper', '⅛ teaspoon caraway seed, crushed', '1 pinch cayenne pepper', '5 cups beef stock', '1 cup canned diced tomatoes', '½ ounce dried mushrooms', '2 tablespoons canned tomato paste', '1 dash bottled hot pepper sauce', '1 dash Worcestershire sauce']","Gather the ingredients. Preheat the oven to 350 degrees F (175 degrees C).
Heat a large pot over medium heat. Add kielbasa and bacon; cook and stir until bacon has rendered its fat and sausage is lightly browned. Use a slotted spoon to remove the meat and transfer to a large casserole or Dutch oven.
Coat cubes of pork lightly with flour and fry them in the bacon drippings over medium-high heat until golden brown. Use a slotted spoon to transfer pork to the casserole. Add cabbage, carrots, onion, fresh mushrooms, and garlic. Add in sauerkraut. Reduce heat to medium; cook and stir until carrots are soft, about 10 minutes. Do not let the vegetables brown.
Deglaze the pan by pouring in red wine and stirring to loosen all of the bits of food and flour that are stuck to the bottom. Season with bay leaf, paprika, basil, marjoram, salt, pepper, caraway seed, and cayenne; cook for 1 minute.
Mix in beef stock, tomatoes, dried mushrooms, tomato paste, hot pepper sauce, and Worcestershire sauce. Heat through just until boiling. Pour vegetables and all of the liquid into the casserole dish with meat. Cover with a lid.
Bake in the preheated oven until meat is very tender, 2½ to 3 hours.",Dinner,"{'calories': '356 kcal', 'carbohydrateContent': '15 g', 'cholesterolContent': '62 mg', 'fiberContent': '4 g', 'proteinContent': '20 g', 'saturatedFatContent': '8 g', 'sodiumContent': '978 mg', 'sugarContent': '7 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}",10 servings,https://www.allrecipes.com/thmb/nXagvACPTRHY5rKnJljwLZToTrg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/138131-bigos-hunters-stew-DDMFS-102-05bf4cb1a6d04fcd87045d6fc9828219.jpg
60,14,Kielbasa and Potato Bake,Polish sausages slices and potatoes are baked together in a creamy sauce to make this hearty brunch casserole.,"['1 (10.75 ounce) can condensed cream of mushroom soup', '2 cups milk', '1 tablespoon minced garlic', '1 teaspoon salt', '½ teaspoon ground black pepper', '1 pound kielbasa sausage, sliced thin', '4 large russet potatoes, peeled and cubed']","Preheat oven to 375 degrees F (190 degrees C).
In a large mixing bowl, mix together soup, milk, garlic, salt, and pepper. Stir in potatoes and kielbasa. Spoon into a 7x11 inch casserole dish.
Place casserole on a baking sheet, and bake in the preheated oven for 90 minutes, or until potatoes are tender.",Breakfast,"{'calories': '352 kcal', 'carbohydrateContent': '33 g', 'cholesterolContent': '42 mg', 'fiberContent': '2 g', 'proteinContent': '12 g', 'saturatedFatContent': '7 g', 'sodiumContent': '1364 mg', 'sugarContent': '6 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/3uWS4uEGllm08mIrqujq05Xu0oY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3575305-371513b710894851a72ef29b3d18adbd.jpg
61,14,Beef and Beet Borscht,This beef borscht is Chef John's version of the Russian and Polish soup with beets and cabbage simmered in a homemade broth made from bone-in shank.,"['1 (1 inch thick) slice bone-in beef shank', '3 quarts water', '1 onion, chopped', '1 cup chopped carrots', '½ cup chopped celery', '1 bay leaf', '3 cups diced peeled beets', '2 cups chopped cabbage', '¼ cup white vinegar, or to taste', 'salt and ground black pepper to taste', '1 cup sour cream, for garnish', '2 tablespoons chopped fresh dill, for garnish']","Cook beef shank in a large soup pot over high heat until browned, about 3 minutes per side. Add water, onion, carrots, celery, and bay leaf; bring to a simmer and cook until meat is tender and falling off the bone, about 4 hours. Strain broth and discard solids.
Combine beef broth, beets, and cabbage in the same pot; cook, stirring occasionally, until beets are tender, about 30 minutes. Reduce heat to low; add vinegar, salt, and black pepper.
Serve soup in bowls garnished with sour cream and dill.",Dinner,"{'calories': '138 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '21 mg', 'fiberContent': '3 g', 'proteinContent': '6 g', 'saturatedFatContent': '4 g', 'sodiumContent': '96 mg', 'sugarContent': '6 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/9Roil-q3fZMLq0D7SBZYevA4KOI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4468945-a93b224b95c545b98dda9e18c361d8a4.jpg
62,13,Roasted Brussels Sprouts and Kielbasa,Paprika adds a hint of smoky goodness to this quick and easy meal of Brussels sprouts roasted with Polish sausage.,"['1 ½ pounds Brussels sprouts, trimmed and halved', '2 teaspoons olive oil, divided', '2 teaspoons smoked paprika, divided', '½ teaspoon sea salt', '½ teaspoon ground black pepper', '1 pound smoked kielbasa sausage, sliced, or more to taste']","Preheat oven to 400 degrees F (200 degrees C).
Toss Brussels sprouts with 1 teaspoon oil, 1 teaspoon paprika, 1/4 teaspoon salt, and 1/4 teaspoon pepper in a large bowl. Spread on a baking sheet.
Roast in the preheated oven until softened, about 15 minutes. Push to 1 side of the baking sheet.
Toss kielbasa sausage with remaining 1 teaspoon oil, 1 teaspoon paprika, 1/4 teaspoon salt, and 1/4 teaspoon pepper in the bowl. Arrange cut-side down next to the Brussels sprouts on the baking sheet.
Return to the oven and roast until Brussels sprouts are slightly crispy, about 15 minutes more. Toss together before serving.",Dinner,"{'calories': '483 kcal', 'carbohydrateContent': '18 g', 'cholesterolContent': '81 mg', 'fiberContent': '7 g', 'proteinContent': '20 g', 'saturatedFatContent': '17 g', 'sodiumContent': '1195 mg', 'sugarContent': '6 g', 'fatContent': '38 g', 'unsaturatedFatContent': '0 g'}",4 servings,https://www.allrecipes.com/thmb/zEDmg2DrgG30weZqMj6ohV1DiCY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4517302-8f6f66118e9e4dacbeb84ce5283368be.jpg
63,13,Slow Cooker Sauerkraut Soup,Cream of mushroom and chicken soups form the base of this polish sausage and sauerkraut soup seasoned with dill.,"['1 (10.75 ounce) can condensed cream of mushroom soup', '1 (10.75 ounce) can condensed cream of chicken soup', '2 ½ cups water', '4 cups chicken broth', '½ pound sauerkraut', '1 onion, finely diced', '1 (15 ounce) can carrots, drained', '1 (15 ounce) can sliced potatoes, drained', '1 pound smoked sausage of your choice, sliced', '1 teaspoon dried dill weed', '1 teaspoon minced garlic (Optional)', 'salt and pepper to taste']","Blend cream of mushroom soup, cream of chicken soup, water, and chicken broth in a 4- to 6-quart slow cooker. Stir in sauerkraut, onion, carrots, potatoes, and sausage. Season with dill and garlic.
Cover and cook on Low for up to 8 hours or High for 4 hours. Season with salt and pepper.",Lunch,"{'calories': '387 kcal', 'carbohydrateContent': '26 g', 'cholesterolContent': '53 mg', 'fiberContent': '4 g', 'proteinContent': '18 g', 'saturatedFatContent': '8 g', 'sodiumContent': '2557 mg', 'sugarContent': '6 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",6 servings,https://www.allrecipes.com/thmb/DVAF4ApYcWzwNQTn1nf_n-K84vE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6604339-e2cc57e4cdb548fcb09eec414c4c8a87.jpg
64,12,Bialys,"Similar to bagels but lighter in texture and filled with a savory onion-poppy seed filling, these Polish bialys are really amazing!","['3 ¾ cups bread flour', '½ teaspoon instant yeast', '1 ½ teaspoons kosher salt', '1 ½ cups water, at room temperature', '1 tablespoon olive oil', '1 large yellow onion, diced', '½ teaspoon kosher salt, plus more to taste', '1 tablespoon bread crumbs', '2 teaspoons poppy seeds, plus more for garnish', '1 tablespoon sliced green onion', '1 pinch cayenne pepper']","Combine bread flour, yeast, salt, and water for dough in a bowl. Stir with a wooden spoon and mix until a very wet, soft, and sticky dough forms. Cover and leave at room temperature for at least 12 hours.
When ready to make the bialys, heat olive oil for filling in a skillet over medium heat. Add onion and salt and cook, stirring occasionally until onion softens, sweetens, and turns golden brown, about 10 minutes. Turn off the heat and add bread crumbs, 2 teaspoons poppy seeds, green onion, and cayenne pepper. Stir to combine and cool down until needed.
Uncover dough; it should be bubbly. Scrape it away from the sides of the bowl with a spatula and transfer onto a floured work surface. Dust a little flour over top and gently press dough with your hands to flatten. Divide it into 8 equal portions and roll each into a ball, using a bit of flour as needed. Stretch each ball gently and tuck dough under the bottom; place on a baking sheet lined with generously floured parchment paper or a silicone liner (such as Silpat®). Dust the tops with flour and carefully cover with a dish towel; let proof until just about doubled in size, 45 to 60 minutes.
Preheat the oven to 500 degrees F (260 degrees C).
Flour your fingers and pick up one dough ball. Press and pull on the center to form it into a ring shape; the center of the dough will be thin and the edges will be thicker. Make sure the centers are very thin but be careful not to tear them open. Repeat with remaining balls.
Fill the center of each with no more than a rounded teaspoon of onion-poppy seed filling, then gently press the filling up the sides toward the outer rings. (You will have extra filling.) Spray bialys with some cold water and sprinkle poppy seeds over top.
Bake in the center of the preheated oven until puffed and nicely browned, about 12 minutes. Transfer to a wire rack and cool for about 20 minutes before serving.",Breakfast,"{'calories': '234 kcal', 'carbohydrateContent': '44 g', 'fiberContent': '2 g', 'proteinContent': '7 g', 'saturatedFatContent': '0 g', 'sodiumContent': '490 mg', 'sugarContent': '1 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/BAFXab24tnwYhL5A_aa23sU2WQY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9380180-ad0c774043734249b2b896d34021258e.jpg
65,12,Sausage and Lentils,A simple dish with a distinct flavor that will leave you craving more. Lentils are cooked with Polish sausage and cumin to make a fast and satisfying meal that is ready in under 30 minutes with minimal effort.,"['3 cups water', '1 cup dried lentils', '½ cup chopped onion', '8 ounces fully cooked kielbasa or Polish sausage, sliced', '1 teaspoon ground cumin', 'salt and pepper to taste']","Combine water, lentils and onion in a saucepan over medium heat. Bring to a boil, and cook for about 15 minutes. Add sliced sausage, and season with cumin, salt and pepper. Simmer until lentils are tender, about 5 to 10 more minutes.",Dinner,"{'calories': '325 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '37 mg', 'fiberContent': '10 g', 'proteinContent': '18 g', 'saturatedFatContent': '5 g', 'sodiumContent': '522 mg', 'sugarContent': '4 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",4 servings,https://www.allrecipes.com/thmb/5O-m1pTDJ5QCNV27CKPvp1iyXgE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1385163-3b7511b3fa514a6fb3012535930b07f0.jpg
66,12,Instant Pot Haluski with Kielbasa,"Haluski, a traditional Polish dish with cabbage and egg noodles, is combined with kielbasa and made in the Instant Pot for extra ease for busy evenings.","['1 small yellow onion, diced', '2 tablespoons unsalted butter', '1 medium head cabbage, shredded', '1 pound kielbasa sausage, sliced', '2 cups chicken broth', '1 (12 ounce) bag egg noodles', 'salt and ground black pepper to taste']","Turn on a multi-functional pressure cooker (such as Instant Pot) and select Sauté function. Add onion and butter; cook and stir until lightly browned, 1 to 2 minutes. Add cabbage and kielbasa; cook and stir until cabbage wilted down, about 10 minutes. Stir in chicken broth and egg noodles to combine.
Close and lock the lid. Select High pressure according to manufacturer's instructions; set timer for 3 minutes. Allow 10 to 15 minutes for pressure to build.
Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid. Season with salt and black pepper. Serve immediately.",Dinner,"{'calories': '401 kcal', 'carbohydrateContent': '40 g', 'cholesterolContent': '82 mg', 'fiberContent': '4 g', 'proteinContent': '15 g', 'saturatedFatContent': '8 g', 'sodiumContent': '874 mg', 'sugarContent': '6 g', 'fatContent': '21 g', 'unsaturatedFatContent': '0 g'}",8 servings,https://www.allrecipes.com/thmb/ochufjIZb24p0-af1o5gNzYisgw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7663315-e9ad1d624fa547b5972781554359045b.jpg
67,12,"Big Ray's White Bean, Kale, and Kielbasa Soup","This recipe for kielbasa bean soup is made with Polish sausage, making this a hearty, warming meal for those chilly days.","['1 bunch kale, stems removed and discarded', '1 tablespoon olive oil', '8 ounces kielbasa sausage, sliced thin', '1 bunch green onions, sliced', '3 cups chicken broth', '1 (15.5 ounce) can white beans, drained and rinsed', '½ teaspoon salt', '1 pinch ground black pepper to taste', '1 pinch grated Parmesan cheese, or to taste']","Roll kale leaves into tight tubes and cut crosswise into 1/4-inch strips.
Heat oil in a large, heavy saucepan over medium heat. Cook and stir kielbasa in hot oil until browned, about 5 minutes. Stir green onions in with sausage; cook until onions soften, about 3 minutes. Add kale; cook and stir until kale wilts, about 3 minutes.
Pour chicken broth over the kielbasa mixture; add beans and stir. Bring the mixture to a boil, reduce heat to low, and cook at a simmer until kale is completely tender, about 15 minutes. Season with salt and pepper and top with Parmesan cheese.",Snack,"{'calories': '404 kcal', 'carbohydrateContent': '40 g', 'cholesterolContent': '38 mg', 'fiberContent': '9 g', 'proteinContent': '20 g', 'saturatedFatContent': '6 g', 'sodiumContent': '870 mg', 'sugarContent': '3 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",4 servings,https://www.allrecipes.com/thmb/NcEHRvQw50Or9J-BvOvDlhvSvtE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7580933-39f0be3401254dfd899d9b613e250258.jpg
68,12,Chrusciki,"This chrusciki recipe makes more than six dozen fried bowtie cookies, the Polish version of angel wing cookies.","['12 large egg yolks', '1 large egg', '2 tablespoons white sugar', '1 tablespoon whiskey (Optional)', '1 teaspoon salt', '1 teaspoon vanilla extract', '2 ½ cups all-purpose flour, divided', '1 quart vegetable oil for frying, or as needed', ""1 cup confectioners' sugar for dusting""]","Whisk egg yolks, egg, sugar, whiskey, salt, and vanilla together in a bowl. Stir in 2 cups flour. If dough is sticky, stir in remaining 1/2 cup flour. Knead dough on a lightly floured surface for 5 minutes. Divide into thirds and cover with plastic wrap.
Heat 1 inch oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C).
Working with one piece of dough at a time, roll on a lightly floured surface until paper-thin. Cut into parallelograms (long diamonds); use a sharp paring knife to cut a slot in the center of each, and pull one point of the diamond through the slot. Repeat to make remaining cookies.
Fry two to four pieces at a time, depending on the size of your pan, until crisp but not browned, 5 to 10 seconds per side. Drain on paper towels and dust with confectioners' sugar when cool.",Dessert,"{'calories': '119 kcal', 'carbohydrateContent': '5 g', 'fiberContent': '0 g', 'proteinContent': '0 g', 'saturatedFatContent': '1 g', 'sodiumContent': '24 mg', 'fatContent': '11 g', 'unsaturatedFatContent': '0 g'}",80 servings,https://www.allrecipes.com/thmb/DMS6uc3LZ0PTqKS5fOiwfsnxK5k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4313080-7ffc42baf3234ee6aacff5bcfd5e3da2.jpg
69,12,Butter Garlic Cabbage and Kluski Noodles,"Thick Polish-style kluski noodles are mixed with cabbage, seasonings, and plenty of butter in this butter garlic cabbage and kluski noodles recipe.","['1 (12 ounce) package kluski noodles', '8 tablespoons unsalted butter (Optional), divided', '1 sweet onion, finely chopped', '1 tablespoon minced garlic', '½ teaspoon dried Italian herb seasoning', '1 pinch crushed red pepper flakes', '1 large head cabbage, cored and finely chopped', '¼ cup water', '1 pinch garlic powder, or to taste (Optional)', 'salt and ground black pepper to taste']","Fill a large pot with lightly salted water and bring to a rapid boil. Cook kluski noodles at a boil, uncovered, stirring occasionally, until tender but still slightly firm, 7 to 10 minutes. Drain well. Return noodles to pot; stir in 3 tablespoons butter until melted and noodles coated. Set aside.
Melt 2 tablespoons butter in a large pot over medium heat. Add onion; cook and stir until translucent, about 5 minutes. Add garlic; cook and stir until fragrant, about 30 seconds. Stir in Italian seasoning and pepper flakes until evenly distributed.
Stir cabbage and water into onion mixture until well combined. Cover; cook, stirring often, until cabbage is tender and reduced in volume by about half, 15 to 20 minutes. There should be a small amount of liquid left in pot.
Gently stir buttered noodles into cabbage mixture until well combined. Stir in remaining 3 tablespoons butter if desired; season with garlic powder, salt, and black pepper.","Dinner,Side Dish","{'calories': '416 kcal', 'carbohydrateContent': '55 g', 'cholesterolContent': '88 mg', 'fiberContent': '8 g', 'proteinContent': '11 g', 'saturatedFatContent': '11 g', 'sodiumContent': '160 mg', 'sugarContent': '9 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",6 servings,https://www.allrecipes.com/thmb/VzZ__exDuGS2TCKPF9gGKkFWkj8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1112217-5dafb5d7dd2a480a807e931bd071b6c6.jpg
70,12,Kapusta,"Kapusta is a Polish cabbage dish baked with onions, mushrooms, and sauerkraut. This grandmother's recipe can be served as a side or a vegetarian main dish.","['¼ medium head cabbage, thinly sliced', '6 tablespoons butter, divided', '2 medium onions, chopped', '1 large portobello mushroom, sliced', '1 ½ cups sliced white mushrooms', '1 (32 ounce) jar sauerkraut, drained and pressed', '½ teaspoon white sugar', '½ teaspoon dried thyme', 'salt and pepper to taste']","Preheat the oven to 350 degrees F (175 degrees C).
Place cabbage in a medium saucepan; add water to cover. Bring to a boil over high heat; cook until tender, about 10 minutes. Drain.
While the cabbage is cooking, melt 4 tablespoons butter in a large skillet over medium heat. Add onions and mushrooms; sauté until tender, 5 to 7 minutes. Remove from the heat.
Combine drained cabbage, onion-mushroom mixture, sauerkraut, sugar, thyme, salt, and pepper in a 9x13-inch baking dish; mix until well combined. Cut remaining 2 tablespoons butter into small pieces and arrange over top. Cover with aluminum foil.
Bake in the preheated oven for 1 hour, stirring every 20 minutes.","Dinner,Side Dish","{'calories': '151 kcal', 'carbohydrateContent': '11 g', 'cholesterolContent': '31 mg', 'fiberContent': '4 g', 'proteinContent': '3 g', 'saturatedFatContent': '7 g', 'sodiumContent': '761 mg', 'sugarContent': '6 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",6 servings,https://www.allrecipes.com/thmb/dcvzkOx1DMiILtwco_7w4AW5FaQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/805688-37d0c28054f4468997cbf4dc4f46bdff.jpg
71,12,Eastern European Kotlety,Kotlety are traditional Polish pan-fried meat patties. This quick and simple version is made with ground beef.,"['1 ⅓ pounds lean ground beef', '⅔ cup milk cracker crumbs', '1 small sweet yellow onion, minced', '1 egg, well beaten', '1 tablespoon milk', '1 clove garlic, minced (Optional)', '1 ¼ teaspoons kosher salt', '½ teaspoon freshly ground black pepper', '½ cup vegetable shortening for frying']","Mix ground beef, cracker crumbs, onion, egg, milk, garlic, kosher salt, and black pepper in a large bowl until evenly blended. Shape meat mixture into twelve 3-inch patties about 1 1/4-inch thick.
Heat vegetable shortening in a large skillet over medium-high heat. Sear patties until golden brown, about 2 minutes per side. Reduce heat to low and continue cooking, uncovered, until patties are no longer pink in the center, about 20 minutes more. Remove patties from skillet and drain on paper towels until ready to serve.","Dinner,Snack","{'calories': '338 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '98 mg', 'fiberContent': '1 g', 'proteinContent': '22 g', 'saturatedFatContent': '6 g', 'sodiumContent': '620 mg', 'sugarContent': '1 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",6 servings,https://www.allrecipes.com/thmb/mTPOMeXsvl_PLmd0_FIZYH1S1Tw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/873850-eastern-european-kotlety-LYNNINMA-4x3-1-8dd5d38c63d949acb065585c487c62d5.jpg
72,11,Piernik - Honey Bread,This is a recipe from my Polish grandmother. It is a semi-sweet bread that tastes wonderful with a little butter. I grew up on this stuff and it has always been one of my favorites.,"['1 cup sugar', '1 teaspoon ground cinnamon', '½ teaspoon ground cloves', '½ teaspoon ground allspice', '4 eggs', '½ cup milk', '½ cup vegetable oil', '1 teaspoon baking soda', '1 cup honey', '4 cups all-purpose flour', '½ cup raisins (Optional)', '½ cup chopped walnuts (Optional)']","In a large bowl, mix the sugar, cinnamon, cloves, allspice, and eggs. Stir in the milk and oil, and mix in the baking soda. Place honey in a small pot, and bring to a boil. Stir honey into the bowl. Mix flour into the bowl. Fold in the raisins and walnuts. Stir by hand with a sturdy spoon for 10 minutes. Allow the dough to sit 1 hour.
Preheat oven to 325 degrees F (165 degrees C). Lightly grease four 8x4 inch loaf pans.
Fill each loaf pan with about 2 inches of the batter. Bake 1 hour 15 minutes in the preheated oven, until a toothpick inserted in the center of a loaf comes out clean. Bread will be brown in color and will crack on top.",Snack,"{'calories': '175 kcal', 'carbohydrateContent': '30 g', 'cholesterolContent': '24 mg', 'fiberContent': '1 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '51 mg', 'sugarContent': '17 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",32 servings,https://www.allrecipes.com/thmb/3TLILFMlm7dTVOKxUQzAL4tL9jU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6371380-0c4ff53a27ed484f8f774fb8457b962a.jpg
73,11,Kolaczki,Jam filled Holiday cookies which have been a tradition for every Polish Christmas Eve I can remember.,"['5 cups all-purpose flour', '4 egg yolks', '3 teaspoons baking powder', '1 pound shortening', '1 cup milk', '4 (.25 ounce) packages active dry yeast', '1 teaspoon salt', '1 cup any flavor fruit jam', ""⅓ cup confectioners' sugar for decoration""]","Warm milk to just above room temperature. Dissolve the yeast in the milk, set aside. In a medium bowl, stir together the flour, salt and baking powder. Cut in the shortening until the mixture is mealy. Stir in the egg yolks and milk mixture. Knead the dough together and then refrigerate overnight.
Preheat oven to 350 degrees F (175 degrees C).
Dust a clean, dry surface with confectioners' sugar. Knead the dough for a few minutes. Carefully roll out your dough to 1/4 inch thickness. Cut out circles with a cookie cutter. Place a teaspoon of jam on the center of each circle, fold the dough over, and seal the edge with a fork.
Bake for 12 to 15 minutes in the preheated oven. Do not store in an airtight container or they will become soggy.",Dessert,"{'calories': '323 kcal', 'carbohydrateContent': '32 g', 'cholesterolContent': '35 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '5 g', 'sodiumContent': '169 mg', 'sugarContent': '9 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",24 servings,https://www.allrecipes.com/thmb/7TjO4tLvd8saxXy0aHIgduq8lpE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7505840-bb765692db344d1f987d7a861f74485f.jpg
74,10,Victoria Skonieczki's (Grandmom's) Nut Roll (Makowiec),This Polish/Czech holiday roll is great as a dessert or breakfast treat. This bread may be filled with nut meats or a poppy seed filling.,"['7 ½ cups walnuts', '¾ cup butter', '½ cup white sugar', '3 tablespoons maple flavoring', '6 cups sifted all-purpose flour, divided, or as needed', '2 (.25 ounce) packages active dry yeast', '3 tablespoons white sugar', '1 teaspoon salt', '1 (8 ounce) container sour cream', '1 cup butter', '½ cup water', '3 large eggs at room temperature']","Place walnuts in a food processor. Process until roughly ground.
Melt 3/4 cup butter in a skillet over medium heat. Stir in 1/2 cup sugar until dissolved, about 1 minute. Remove from heat. Add ground walnuts and maple flavoring; stir to combine.
Mix 2 cups flour, yeast, 3 tablespoons sugar, and salt together in a bowl.
Combine sour cream, 1 cup butter, and water in a saucepan over low heat. Warm until melted, about 2 minutes; do not boil. Remove from heat; let stand until cool enough to dip a finger in, about 3 minutes.
Add sour cream mixture to the flour mixture slowly. Beat with an electric mixer on medium speed for 2 minutes, scraping the bowl as you go. Add eggs and 1 additional cup flour; stir briefly to combine. Beat on high speed for 2 minutes more. Stir in remaining flour 1 cup at a time until a soft dough forms.
Turn dough out onto a floured surface; knead several times and roll into a ball. Let rise for 10 minutes. Grease 2 jelly roll pans.
Divide dough into 4 pieces; roll each out to a 14x12-inch rectangle. Spread 1/4 of the filling over each rectangle, leaving a 1-inch space around all edges. Roll each up lengthwise, jelly-roll fashion; pinch seams closed. Place, seams down, on the prepared pans. Cover with a damp cloth; let rise in a warm place for 1 hour.
Preheat oven to 350 degrees F (175 degrees C).
Bake in the preheated oven until golden, about 35 minutes. Place rolls on a rack to cool completely, 2 to 3 hours.",,"{'calories': '303 kcal', 'carbohydrateContent': '23 g', 'cholesterolContent': '42 mg', 'fiberContent': '2 g', 'proteinContent': '6 g', 'saturatedFatContent': '8 g', 'sodiumContent': '139 mg', 'sugarContent': '5 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",36 servings,https://www.allrecipes.com/thmb/htDKoYeasb7IuMcI2KMJNIqd1Jc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Victoria-Skonieczkis-Grandmoms-Nut-Roll-Makowiec-2000-dcddf4779a2543f5a70dfb1cdf851e4c.jpg
75,11,Cabbage and Gnocchi,"Haluski, a popular budget-friendly Polish dish, combines cabbage and pasta; this recipe uses gnocchi and is a quick and easy weeknight meal.","['1 (16 ounce) package gnocchi', '¼ cup butter, divided, or more as needed', '2 tablespoons olive oil', '1 onion, chopped', '1 head cabbage, shredded', '1 clove garlic, minced', '1 pinch red pepper flakes', 'salt and ground black pepper to taste', '1 teaspoon grated Parmesan cheese, or to taste']","Bring a large pot of lightly salted water to a boil. Cook gnocchi in the boiling water until they float to the top, 2 to 4 minutes.
Melt 2 tablespoons butter and olive oil in a Dutch oven over medium-high heat. Add onion; saute until softened, about 5 minutes. Stir in cabbage, garlic, and red pepper flakes. Season with salt and pepper. Cook and stir until cabbage is translucent but still crunchy, 5 to 7 minutes.
Toss cooked gnocchi into the cabbage until combined. Sprinkle Parmesan cheese on top.","Dinner,Side Dish","{'calories': '283 kcal', 'carbohydrateContent': '29 g', 'cholesterolContent': '35 mg', 'fiberContent': '6 g', 'proteinContent': '5 g', 'saturatedFatContent': '9 g', 'sodiumContent': '180 mg', 'sugarContent': '8 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",6 servings,https://www.allrecipes.com/thmb/L19kDCQqE2l4cybK0RWTLsmxEMg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8237391-f916e1afd6c84e6f933629b7530b2872.jpg
